Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Change from Open,Gap,buffett_class,buffett_binary
BAH,,,,,13780000000.0,16.22,108.81,-0.1574,5869101.0,14.49,,1.17,11.39,30.27,16.26,0.0738,0.0974,0.0955,,0.0939,0.0207,0.1301,0.7534000000000001,0.1846999999999999,1.57,1.57,2.87,2.97,0.2227,0.1163,0.0733999999999999,,0.56,4.74,-0.1183,-0.0591,-0.21,-0.43,0.075,31.36,0.0152,-0.1714,0,0
BALL,,,,,14380000000.0,27.49,51.82,-0.0279999999999999,1197802.0,13.01,2.32,1.2,2.64,31.56,50.32,0.1178999999999999,0.1257,,0.1186,0.0153,0.0155,0.0278,0.0823,0.0475,1.04,0.7,1.16,1.28,0.1548,0.1009999999999999,0.0469,,1.09,1.31,-0.0113999999999999,0.021,-0.094,-0.2618,0.1924,49.24,-0.0185,-0.0086,0,0
BAM,,,,,92030000000.0,40.82,57.07,-0.003,661314.0,29.83,2.74,64.72,10.82,276.61,114.76,0.1343,0.1609,,0.1485,1.7244,0.0302999999999999,0.1123,0.1909,0.1168999999999999,,,0.03,0.18,0.7442,0.4100999999999999,0.7188,,1.54,1.49,0.0087,0.1011,0.1017,-0.0898,0.5283,57.94,0.0098999999999999,-0.0141999999999999,0,0
BAX,,,,,15460000000.0,,30.13,-0.0046,799391.0,11.08,,1.3,2.18,6.74,57.02,0.3303999999999999,0.0810999999999999,,0.1626999999999999,-0.0004,0.0321,-0.0278,-0.0896,-0.0335,2.02,1.4,1.36,1.46,0.3601,0.0733,-0.0471,,0.62,0.95,-0.0247,-0.0323,-0.1026,-0.2569,0.1463,45.0,0.008,-0.0139,0,0
BBD,,,,,14830000000.0,8.87,2.8,0.0127,45761501.0,6.31,0.57,0.27,0.99,,0.53,0.2091,0.1513,-0.1085,0.1563,0.0027,0.0787,0.0089,0.1061,0.0455999999999999,0.45,,1.46,3.94,,0.0744,0.0604,,0.71,0.09,0.0761,0.1833,0.2282,-0.0124,0.5978,69.13,0.0467999999999999,-0.0326,0,0
BBVA,,,,,86990000000.0,7.83,15.12,-0.0179,1050446.0,7.79,2.69,0.97,1.46,,1.99,-0.0139999999999999,0.0368,0.2833,0.0291,0.1712999999999999,0.0603,0.0131,0.1921999999999999,0.0655999999999999,0.26,,1.85,2.52,,0.2782,0.1236999999999999,,1.13,0.3,0.0369,0.0791,0.3146,-0.0335,0.6397999999999999,62.95,0.0116999999999999,-0.0286,0,0
BBY,,,,,14890000000.0,16.45,70.34,-0.0059,1836907.0,10.51,3.0,0.36,5.31,7.25,10.72,-0.0351,0.0915,-0.0573,0.055,-0.0066,0.0549,0.0623,0.3162999999999999,0.1487,1.03,0.39,1.22,1.44,0.2255,0.0418,0.0223,,1.31,2.49,0.0087,0.0296,-0.1639,-0.32,0.2824,52.5,0.0289999999999999,-0.0315,0,0
BCE,,,,,19790000000.0,78.17,21.47,-0.0002,727710.0,11.33,,1.13,2.06,27.06,7.32,-0.0641,-0.0466,-0.4479999999999999,-0.0259,-0.0001,0.0834999999999999,0.0073,0.0283,0.0070999999999999,0.58,0.54,1.95,2.26,0.3066,0.2276,0.0144999999999999,,0.66,0.55,-0.0121,-0.0283,-0.2061,-0.4064,0.0587,44.93,-0.0074,0.0075,0,0
BCS,,,,,63270000000.0,6.11,17.73,0.0052,11821197.0,6.62,0.31,1.8,0.8,,,0.2146,0.2238,0.2032999999999999,0.1967,0.1412,0.0276,0.0034999999999999,0.0935999999999999,0.0273,5.67,,2.31,2.86,,0.3151,0.2044,,1.11,0.38,0.0566,0.1276,0.2791,-0.0085,0.7442,69.57,0.023,-0.017,0,0
BDX,,,,,49060000000.0,32.66,171.17,-0.0066,797030.0,11.62,4.79,2.35,1.94,64.21,18.92,0.0813,0.0356,0.0827,0.0681,0.0472,0.0227,0.0279999999999999,0.0596999999999999,0.0354,1.13,0.64,0.7,0.76,0.4464,0.1307,0.0728,,0.28,5.1,-0.0315,-0.1446,-0.2385,-0.3215,0.0467999999999999,34.54,0.0027,-0.0104,0,0
BEKE,,,,,21080000000.0,34.79,18.4,0.0040999999999999,1948542.0,15.74,2.01,1.52,2.25,2.79,,0.1066,0.2471,,0.1728,0.1761,0.0186,0.0361,0.0653,0.0582,1.33,1.33,0.12,0.32,0.2355,0.0447,0.0447,,-0.75,0.71,-0.0668,-0.0881,-0.0385,-0.2937,0.4238,37.55,0.0079,-0.0038,0,0
BEN,,,,,11320000000.0,31.2,21.55,-0.003,1403466.0,9.53,8.05,1.3,0.92,3.2,17.08,-0.1481,0.1113,-0.1846,0.0388,0.104,0.0592,0.011,0.0283999999999999,0.0139999999999999,,,1.07,1.07,0.7111,0.1271,0.0412,,1.46,0.53,0.0359,0.1023,0.0575,-0.1149,0.3271,63.76,0.0153,-0.0171,0,0
BF-B,,,,,16040000000.0,16.26,33.99,-0.0069999999999999,476133.0,18.45,,3.98,4.2,25.87,30.04,-0.1532,0.0163,0.0438,-0.0242,0.0584,0.0260999999999999,0.1213,0.2799,0.1599,3.49,1.49,0.62,0.75,0.5915,0.2748,0.2455,,0.63,0.86,-0.0225,-0.0098,-0.1373,-0.3188,0.115,44.21,0.0031,-0.0102,0,0
BG,,,,,10480000000.0,9.89,78.0,0.0026,365672.0,8.98,,0.2,0.99,2.7,,-0.1546,0.1177999999999999,,-0.0111,0.0698,0.0354,0.0417,0.1036,0.0686,2.04,1.09,0.51,0.72,0.0602,0.0268,0.0213,,0.66,2.26,-0.0148,0.0105,-0.0703,-0.321,0.1577,47.85,0.0136,-0.0105,0,0
BHP,,,,,126420000000.0,11.14,49.83,0.0137,997324.0,12.1,,2.36,2.77,12.81,11.73,-0.226,-0.0138,-0.0175,-0.0974,0.06,0.0431,0.1132,0.2613,0.1741,1.7,1.25,0.43,0.44,0.3854999999999999,0.3854999999999999,0.2123,,0.95,0.99,0.0113,0.0345,-0.0379,-0.2128,0.2525,55.55,0.0129,-0.0004,0,0
BIDU,,,,,23490000000.0,8.32,83.9,-0.002,2189981.0,7.92,3.12,1.26,0.78,1.2,,-0.0993,0.1033,0.6195,0.0266999999999999,0.0404,,0.0587,0.0984999999999999,0.073,2.29,2.29,0.3,0.38,0.4906,0.1514,0.1896999999999999,,0.34,3.04,-0.0537,-0.0584999999999999,-0.059,-0.2781,0.1233,39.83,0.0026,-0.0044,0,0
BIIB,,,,,18410000000.0,12.41,125.64,-0.0052,358176.0,8.1,,1.95,1.08,7.07,7.54,-0.0969,0.0401,-0.1866,-0.0068,-0.0594,,0.0542,0.0919,0.0677,1.44,1.01,0.29,0.39,0.6654000000000001,0.2262,0.1573,,0.13,3.71,0.0227,-0.005,-0.2064,-0.473,0.1399,52.41,0.0092,-0.016,0,0
BIRK,,,,,10030000000.0,37.13,53.39,-0.0302,1948640.0,22.07,1.39,4.78,3.32,39.43,32.92,0.3276,0.2613,,0.2676,0.1941,,0.0507,0.0935,0.0608,3.06,1.34,0.47,0.5,0.5484,0.2569,0.1286999999999999,,1.56,2.15,-0.0017,0.083,0.0311,-0.1762,0.3157,53.02,0.036,-0.0643,0,0
BJ,,,,,15350000000.0,27.01,116.22,0.0022,509494.0,24.69,3.18,0.74,8.26,387.96,53.67,0.0583,0.0963,0.2435,0.0847,0.0939,,0.0819999999999999,0.3276,0.1318,0.77,0.14,1.21,1.37,0.1857,0.0411,0.0276,,0.49,3.43,0.0032,0.0143,0.1926,-0.0414,0.5209,52.11,0.0022,-0.0012,0,0
BK,,,,,63930000000.0,14.56,89.36,0.002,1394450.0,11.78,1.14,1.6,1.69,,27.92,0.1671,0.1204,0.0513999999999999,0.1277,0.176,0.0219,0.0108,0.1128999999999999,0.0613,1.91,,0.72,1.64,,0.1448,0.1134999999999999,,1.08,1.83,0.0425,0.0856,0.1396,-0.0147,0.5616,68.9,0.0128,-0.0113,0,0
BKR,,,,,36330000000.0,12.52,36.67,0.002,1639024.0,13.51,1.53,1.31,2.13,8.17,18.06,0.0121999999999999,0.1415,0.669,0.0819999999999999,0.0375,0.025,0.0778,0.1804,0.1272,1.34,0.93,0.35,0.35,0.2169,0.1248,0.1051,,0.9,1.11,-0.0049,-0.0611,-0.0837,-0.2573999999999999,0.1861,43.41,0.0182,-0.0153,0,0
BLDR,,,,,11940000000.0,13.87,108.02,-0.0166,694581.0,11.39,6.58,0.74,2.81,103.53,9.18,-0.3103,0.1896999999999999,0.3674,0.0210999999999999,0.2708,,0.0809,0.1962,0.0977,1.82,1.07,1.14,1.17,0.3215,0.087,0.0566,,1.73,4.8,-0.0575,-0.0971,-0.3064,-0.4681,0.0408,40.24,0.0139,-0.0299,0,0
BMRN,,,,,11050000000.0,21.37,57.6,-0.0072,497837.0,13.76,0.64,3.78,1.9,8.67,17.67,0.5782,0.1985,,0.3331,0.1118,,0.0747,0.0964,0.0819999999999999,5.52,3.49,0.1,0.11,0.7825,0.2144,0.1793,,0.2,1.88,-0.0449,-0.0892,-0.1657,-0.3933,0.0873,38.19,0.0024,-0.0103,0,0
BMY,,,,,95620000000.0,17.64,46.99,-0.001,3876043.0,7.74,0.24,2.01,5.49,8.11,7.3,4.9684,-0.1157,,0.7293000000000001,0.1521,0.053,0.0566,0.3198999999999999,0.0834999999999999,1.28,1.17,2.73,2.95,0.5916,0.2293,0.1138,,0.39,1.45,-0.0157,-0.1016,-0.1329,-0.2585,0.1932999999999999,42.47,0.0006,-0.0021,0,0
BN,,,,,94600000000.0,202.54,57.42,0.0044,599908.0,12.98,19.65,1.15,2.09,4.34,,-0.0467,0.1732,-0.2974,0.1032,0.0588999999999999,0.0063,0.0012,0.0136,0.0017,,,4.66,5.51,0.2447,0.198,0.0054,,1.68,1.59,0.0115,0.0767,0.0549,-0.0843999999999999,0.4381,56.73,0.0184,-0.0128,0,0
BNS,,,,,65050000000.0,14.72,52.22,0.0116999999999999,688576.0,9.48,1.61,1.2,1.27,,34.79,0.0604,0.1306,-0.0289,0.0914,0.1172,0.0587,0.0048,0.0834,0.053,0.61,,0.46,2.77,,0.1027999999999999,0.0836,,1.12,0.6,0.0316,0.0718,0.0220999999999999,-0.0839,0.1969999999999999,76.07,0.0141999999999999,-0.0014,0,0
BNTX,,,,,23460000000.0,,97.6,-0.0148,292714.0,,,7.89,1.15,1.58,,-0.9966,0.0115,-0.2587,-0.2082,8.4154,,-0.0346,-0.0387,-0.0393,10.18,10.02,0.01,0.02,0.7948000000000001,-0.2398,-0.2739,,1.32,5.04,-0.0052,-0.0028,-0.0916,-0.2586,0.2738,48.92,0.0009,-0.0169,0,0
BP,,,,,458580000000.0,,29.05,0.0038,5187260.0,9.8,,2.45,1.31,13.46,44.97,-0.2213,0.1657,-0.3457,0.0358,0.0341,0.068,-0.0043,-0.0187,-0.0098,1.22,0.92,1.09,1.22,0.1499,0.0676,-0.0064,,0.5,0.73,-0.0005,-0.036,-0.0672,-0.2271,0.1514,47.42,0.0141,-0.0104,0,0
BRK-B,,,,,1086690000000.0,13.42,503.49,-0.0002,1593744.0,23.04,12.2,2.93,1.66,3.13,90.09,-0.0596999999999999,0.0564,0.0443,0.011,0.0817,,0.0724,0.132,0.1039,6.35,6.02,0.19,0.21,0.2357999999999999,0.1528999999999999,0.2178999999999999,,0.86,9.18,-0.0247,-0.0315,0.0532,-0.0712,0.2537,41.4,0.0056999999999999,-0.0059,0,0
BRO,,,,,31780000000.0,30.91,110.88,0.0040999999999999,498792.0,24.38,3.46,6.42,4.67,47.52,24.68,0.0896,0.0876,0.1972,0.0892999999999999,0.1512,0.0055,0.0646,0.1618,0.0949,,,0.57,0.59,0.9527,0.308,0.2057999999999999,,0.84,2.43,0.0015,-0.0419,0.0187,-0.1174,0.2902,45.25,0.0083,-0.0039,0,0
BROS,,,,,11260000000.0,177.79,68.49,0.0004,1149672.0,84.37,5.88,8.27,14.29,35.56,348.37,0.2004,0.3785,-0.0987,0.3021999999999999,0.4024,,0.018,0.0857,0.0278,1.95,1.75,1.62,1.7,0.2622,0.0819999999999999,0.032,,2.72,3.29,0.0464,0.0908,0.3223,-0.2118,1.5400999999999998,55.9,0.0296,-0.0285,0,0
BSX,,,,,155010000000.0,76.77,104.77,0.0026,1759715.0,31.75,5.48,8.82,6.97,186.91,51.35,0.1635,0.1283,-0.1784,0.1399,0.0977,,0.0529,0.0965,0.0613,1.45,0.88,0.49,0.53,0.6184000000000001,0.1656,0.1158,,0.69,2.06,0.0054,0.0437,0.1286,-0.0235,0.456,57.87,0.0077,-0.0060999999999999,0,0
BSY,,,,,14400000000.0,60.34,47.46,-0.004,327609.0,35.72,4.88,10.39,13.1,172.22,33.02,0.0969999999999999,0.1326,0.129,0.1238,0.13,0.0058,0.0757,0.252,0.108,0.49,0.49,1.16,1.17,0.7881,0.2392999999999999,0.1846,,1.07,1.06,0.0302999999999999,0.0933,0.0144,-0.1118,0.3007,63.27,0.0036,-0.0069,0,0
BTI,,,,,99330000000.0,26.84,45.28,0.0151,2745753.0,9.36,6.53,3.0,1.6,13.64,9.47,0.0025,0.0624,-0.1133,0.0411,0.0013,0.0693,0.0252,0.0587,0.0368,0.76,0.52,0.66,0.74,0.6318,0.1441,0.1146,,0.32,0.82,0.0504999999999999,0.0775,0.1759,0.0103,0.5078,66.38,0.0056,0.009,0,0
BUD,,,,,121210000000.0,24.14,69.13,0.0113999999999999,1017721.0,16.55,2.36,2.03,1.55,10.63,10.83,0.0498,0.1265,-0.0876,0.1022,0.0305,0.0178,0.0272,0.0731,0.0393,0.7,0.54,0.9,0.92,0.5525,0.2457,0.098,,0.83,0.98,0.0346,0.0725,0.1677,0.0005,0.5038,67.61,0.0102,0.0006,0,0
BURL,,,,,15000000000.0,30.54,238.05,-0.0812,979527.0,21.33,1.61,1.4,10.95,15.01,,0.1331,0.2003,0.0243999999999999,0.1893,0.1103,,0.0611,0.4255,0.0817,1.16,0.61,3.5,3.92,0.4008,0.0684999999999999,0.0474,,1.7,10.15,-0.0443,-0.0121999999999999,-0.0904,-0.207,0.2908,43.02,-0.0292,-0.0576999999999999,0,0
BWXT,,,,,10760000000.0,37.44,117.75,0.0941,1096239.0,30.11,3.14,3.87,9.78,184.65,39.92,0.0598,0.108,0.0379,0.1193,0.0746,0.0069,0.0989,0.2824,0.1264,2.02,1.91,1.08,1.09,0.2410999999999999,0.1164,0.1039,,0.6,3.59,0.076,0.1282,0.0632,-0.1365,0.3977,69.94,0.0416,0.05,0,0
BX,,,,,166180000000.0,41.44,136.98,0.0003,1212325.0,21.4,2.1,13.15,20.95,48.83,61.65,0.039,0.3264,0.0362,0.1974,0.214,0.0306999999999999,0.0599,0.3407,0.1217,,,1.62,1.68,0.9949,0.5155,0.2014,,1.65,4.96,-0.0208,-0.008,-0.1274,-0.3167,0.1909,46.06,0.0252,-0.025,0,0
BXP,,,,,11250000000.0,,64.67,0.0007,491652.0,34.12,,3.28,1.92,23.49,14.68,18.9368,0.0572,-0.513,1.8847,0.0298,0.0605,-0.0002,-0.001,-0.0003,,,2.73,3.02,0.3457,0.2979,-0.0016,,1.18,1.81,-0.0098,-0.0060999999999999,-0.1178999999999999,-0.2811,0.1948,47.16,0.0113999999999999,-0.009,0,0
C,,,,,136880000000.0,11.58,73.29,-0.0018,3970751.0,7.82,0.47,0.81,0.7,,9.4,0.2221999999999999,0.2904,-0.0582,0.2463,0.1325,0.0316,0.0053,0.063,0.0237999999999999,0.95,,1.41,3.54,,0.1093,0.0721,,1.31,1.93,0.0126,0.0594,0.0634,-0.1355,0.369,56.11,0.0224,-0.0241,0,0
CAG,,,,,10660000000.0,32.67,22.33,0.0007,3459167.0,9.32,,0.91,1.21,215.66,7.36,-0.1255,0.0253,-0.1383,-0.0222,0.0496,0.0626999999999999,0.0154,0.0366999999999999,0.0219,0.69,0.23,0.71,0.93,0.2643,0.135,0.0279999999999999,,0.14,0.53,-0.04,-0.0993,-0.1871999999999999,-0.3287,0.0152,32.34,-0.0016,0.0018,0,0
CAH,,,,,36500000000.0,23.88,152.91,0.0028,680807.0,16.82,2.3,0.16,,10.96,14.94,0.0782,0.1183,-0.053,0.1036999999999999,0.0933,0.0135,0.0325,,0.3718,0.94,0.5,,,0.034,0.0107,0.0069999999999999,,0.67,3.27,0.0231,0.0943,0.2382999999999999,-0.0237,0.6393,65.08,0.0038,-0.0022,0,0
CARR,,,,,60960000000.0,16.32,71.11,-0.0092,2136263.0,20.57,1.12,2.65,4.41,35.82,115.46,0.183,0.1418,-0.281,0.1451,0.0448,0.0129,0.0844999999999999,0.2569,0.1607,1.2,0.83,0.83,0.84,0.2769,0.1226,0.177,,1.33,2.06,0.006,0.0825,0.0126,-0.1461,0.3122,55.34,0.0072,-0.0157,0,0
CART,,,,,12300000000.0,30.99,47.19,0.0034,1506885.0,22.02,1.83,3.56,3.9,6.99,15.16,0.0978,0.2357999999999999,,0.1694999999999999,0.2339,,0.1032,0.1296,0.1263,3.24,3.24,0.0,0.01,0.7467,0.1459,0.1233,,1.35,1.69,0.0657,0.1268,0.1229,-0.1156,0.5838,63.57,0.0139,-0.0089,0,0
CAT,,,,,161800000000.0,16.76,344.02,-0.0034,887158.0,16.3,6.21,2.56,8.97,45.42,20.54,-0.1425,0.1234,0.1548,0.027,0.0516,0.0169,0.1177999999999999,0.5567,0.2264999999999999,1.32,0.77,1.43,2.14,0.3561999999999999,0.1981,0.1571,,1.37,8.74,0.0336,0.0706,-0.0379,-0.1778,0.2872,60.75,0.0176,-0.0204,0,0
CB,,,,,114920000000.0,13.81,286.77,-0.0011,249741.0,11.22,1.83,2.04,1.75,,7.19,-0.0487,0.1932999999999999,0.1852,0.0753,0.1039,0.0132,0.0385,0.134,0.1033999999999999,0.44,,0.25,0.29,,0.1828,0.1499,,0.55,5.36,-0.0055,-0.0086,0.015,-0.0663,0.1398,47.89,-0.0033,0.0015,0,0
CBOE,,,,,24260000000.0,30.37,231.69,0.0143,278714.0,23.2,4.04,5.59,5.44,21.51,23.18,0.0982,0.0538,0.1669,0.0751,0.1128,0.0113,0.0953999999999999,0.1893,0.133,,,0.35,0.36,0.4638,0.2889,0.1851,,0.42,5.7,0.0295,0.0528,0.1041,-0.0204999999999999,0.3915999999999999,60.51,0.0203,-0.0081,0,0
CBRE,,,,,36310000000.0,37.19,121.79,0.0113,989134.0,17.29,2.2,0.99,4.4,23.99,25.56,0.1694,0.1809,-0.0355,0.1689,0.0857,,0.0407,0.1215,0.0741,,,0.64,1.09,0.1755,0.0369,0.0274,,1.29,3.73,-0.0326,-0.0241,-0.0486,-0.1752,0.4465999999999999,43.5,0.0203,-0.0081999999999999,0,0
CCEP,,,,,41240000000.0,26.9,89.51,0.0104,576549.0,17.64,3.74,1.86,4.69,23.24,18.17,0.0516,0.0816,0.0496,0.0718,0.1134999999999999,0.0265,0.0475,0.1743,0.0803999999999999,0.81,0.62,1.17,1.33,0.344,0.1168,0.0694,,0.74,1.57,0.0048,0.023,0.1051,-0.0215,0.2625,55.38,0.0108,-0.0016,0,0
CCI,,,,,43540000000.0,,99.99,0.0007,815428.0,35.49,,7.27,,186.04,22.97,1.0833,2.7672000000000003,,,0.0282,0.0484999999999999,-0.136,-1.9854,-0.1444,,,,,0.4808,0.3749,-0.6426000000000001,,0.9,2.49,-0.0279999999999999,-0.022,-0.0246,-0.1730999999999999,0.1875,44.93,-0.0079,0.0086,0,0
CCJ,,,,,25230000000.0,142.37,57.96,0.0975,8649732.0,36.91,2.43,10.68,5.59,100.47,56.0,0.8717,0.777,0.1541,0.586,0.1164,0.0025,0.0262,0.0393,0.034,2.71,1.26,0.15,0.15,0.2511,0.1619,0.075,,0.91,2.02,0.161,0.2876,0.2065,-0.0733999999999999,0.6559999999999999,78.82,0.0321,0.0634,0,0
CCK,,,,,11330000000.0,20.91,97.32,-0.0077,360677.0,12.75,2.31,0.95,4.21,12.89,8.69,0.0987,0.0843999999999999,-0.0125,0.0906,0.0136,0.0089,0.0385999999999999,0.213,0.0724,0.87,0.56,1.82,2.47,0.1832,0.1332,0.0461,,0.76,2.0,-0.0012,0.0679,0.0824,-0.0289,0.374,58.12,-0.0023,-0.0053,0,0
CCL,,,,,28880000000.0,14.83,22.27,-0.0070999999999999,8816383.0,10.33,0.73,1.13,3.17,34.61,14.53,0.319,0.1493,-0.1976,0.2041,0.9841,,0.0418,0.2587,0.0572,0.23,0.18,2.91,3.09,0.2803,0.1510999999999999,0.0807,,2.57,0.86,0.0576,0.1206,0.0344,-0.2256,0.6139,60.4,0.0235,-0.0312,0,0
CDNS,,,,,86480000000.0,80.22,316.73,0.0003,427671.0,40.77,5.63,17.72,18.09,31.1,62.68,0.1338,0.1466,0.018,0.1423,0.1474,,0.1467999999999999,0.2592,0.1491,3.07,2.9,0.52,0.52,0.8515999999999999,0.306,0.2219,,1.03,7.87,0.0189,0.1334,0.123,-0.038,0.4284,65.67,0.0141999999999999,-0.0144999999999999,0,0
CDW,,,,,23980000000.0,22.57,182.13,-0.0068,638212.0,17.57,3.5,1.12,10.32,34.83,23.86,0.0237999999999999,0.0628,0.0984,0.0644,0.0349,0.0139,0.077,0.4871,0.1344,1.32,1.2,2.48,2.73,0.2186,0.0797,0.051,,0.95,5.03,0.0277,0.0971,-0.0424,-0.2455999999999999,0.3254999999999999,58.97,0.0196,-0.0266,0,0
CEG,,,,,94680000000.0,31.84,302.1,0.0365,2843219.0,27.29,2.99,3.85,7.28,48.55,,0.083,0.1741,0.2815,0.106,0.0542,0.0053,0.0572,0.2471,0.1472,1.47,1.24,0.57,0.65,0.2228,0.198,0.1217999999999999,,1.11,11.61,0.1124,0.2902,0.2316,-0.1466,0.9305,72.09,0.0060999999999999,0.0243,0,0
CF,,,,,14430000000.0,11.74,89.04,0.0015,468720.0,14.34,,2.35,3.07,10.26,7.75,0.0855,-0.1258,0.2482,-0.0162,0.1365,0.0226,0.0983,0.2614,0.1673,2.59,2.22,0.67,0.69,0.3792999999999999,0.3278,0.218,,0.94,2.47,0.0607,0.1291,0.0697,-0.093,0.3234,71.97,0.0056999999999999,-0.0034,0,0
CFG,,,,,17180000000.0,12.62,39.62,-0.0036,1616609.0,8.05,0.47,1.41,0.76,,15.51,0.2305,0.32,-0.045,0.2659,0.1009999999999999,0.0432,0.0069999999999999,0.0637,0.0398,0.1,,0.42,0.5,,0.1654,0.1153,,1.07,1.15,0.0022,0.0224,-0.068,-0.1948,0.2164,50.92,0.0218,-0.0241,0,0
CG,,,,,16020000000.0,14.98,44.35,-0.0018,1109745.0,9.5,1.23,2.81,2.87,9.04,11.12,0.0934,0.1657,-0.0031,0.122,0.4021,0.0321,0.0483,0.2037999999999999,0.0692,,,1.81,1.88,0.5876,0.275,0.1907,,1.83,1.85,0.0298,0.0702,-0.0467999999999999,-0.2292,0.3422,55.03,0.024,-0.0259,0,0
CHD,,,,,23650000000.0,41.21,96.04,0.0087,798684.0,25.72,8.59,3.89,5.19,21.99,25.43,0.0104,0.0731,-0.006,0.0479,0.0703,0.0123,0.066,0.1335,0.0834,1.95,1.43,0.52,0.53,0.4353,0.1902,0.0951999999999999,,0.51,2.14,0.0126,-0.0528,-0.0794,-0.1759,0.0548,46.14,0.0056,0.0025,0,0
CHRW,,,,,11390000000.0,22.93,95.97,-0.0056999999999999,347372.0,17.55,2.67,0.66,6.58,87.71,18.05,0.042,0.1637,-0.0163,0.0859,0.0546,0.0260999999999999,0.095,0.3211,0.1737,1.29,1.29,0.69,1.0,0.079,0.0426,0.0293,,0.91,2.42,0.0259,0.0136,-0.0572,-0.1641,0.1682,53.46,0.005,-0.0106,0,0
CHTR,,,,,114710000000.0,11.33,408.62,-0.0032,529084.0,9.36,0.83,2.08,3.53,132.28,25.03,0.0683,0.1676,0.3622999999999999,0.1369999999999999,0.0381,,0.0347,0.3693999999999999,0.048,0.36,0.36,5.66,5.81,0.4775999999999999,0.245,0.0942,,1.1,12.26,0.0098999999999999,0.0938,0.1359,-0.0666,0.5334,57.98,0.0093,-0.0139,0,0
CHWY,,,,,18090000000.0,48.64,43.74,-0.0042,3094817.0,57.31,10.33,1.53,69.21,30.33,40.0,-0.445,0.5115999999999999,,0.0471,0.2045,,0.1183,1.0178,0.5141,0.75,0.37,1.92,2.05,0.283,0.0096,0.0331,,1.74,1.42,0.0962,0.2115,0.3243,-0.0185,1.7267,75.89,-0.0005,-0.0027,0,0
CI,,,,,83890000000.0,17.4,314.01,0.0043,846365.0,9.48,1.63,0.33,2.11,,13.95,0.0857,0.1153999999999999,-0.0204,0.1069,0.0998,0.0231,0.0342,0.1236999999999999,0.0755,0.78,,0.66,0.76,,0.0341,0.0197999999999999,,0.45,8.43,-0.0325,-0.0342,-0.0218,-0.1532,0.1984,42.76,-0.0005,0.0049,0,0
CIEN,,,,,11370000000.0,148.18,79.99,-0.0016,283852.0,23.63,4.46,2.81,4.08,9.38,55.44,0.3939,0.3343,-0.1858,0.3322,0.0279999999999999,,0.0141,0.0276,0.0182,3.65,2.77,0.56,0.57,0.3953,0.0454,0.0195,,1.11,2.79,0.0557,0.1878999999999999,0.1415,-0.2110999999999999,0.7906,69.09,0.0258,-0.0263,0,0
CL,,,,,74850000000.0,26.15,92.36,0.0161,3292344.0,23.53,4.77,3.75,206.11,57.07,21.58,0.0159,0.0728,0.0501,0.0548,0.0509,0.0225,0.1744,9.7707,0.4178,0.85,0.54,18.1,22.78,0.6073,0.223,0.1452,,0.38,1.81,0.0179,0.0067,-0.025,-0.1553999999999999,0.0819999999999999,54.36,0.0042,0.0113,0,0
CLS,,,,,13930000000.0,33.85,121.15,0.0239,1970597.0,19.9,1.47,1.38,8.96,45.79,42.99,0.2977,0.2043,0.4652,0.2286,0.1106,,0.0732,0.2587,0.1637,1.43,0.85,0.66,0.69,0.1033999999999999,0.0621,0.0419,,1.74,5.95,0.1797,0.3203,0.4413,-0.165,1.993,73.28,0.0351,-0.0163,0,0
CLX,,,,,16110000000.0,23.47,130.73,-0.0013,512397.0,19.15,4.14,2.29,596.34,71.24,20.1,0.1418,-0.0318,-0.187,0.0566,0.0283,0.0378,0.1226,11.7627,0.2451,0.74,0.44,103.89,109.04,0.4503,0.1547,0.0989,,0.55,2.99,-0.0412,-0.0678,-0.1535,-0.2377,0.0237999999999999,36.65,-0.0053,0.0034,0,0
CM,,,,,64129999999.99999,12.23,68.22,0.019,397646.0,11.27,1.75,1.38,1.66,,10.27,0.0781,0.0652,0.0487999999999999,0.0701,0.2025,0.0409999999999999,0.0074,0.1323,0.06,0.29,,1.08,3.51,,0.1455,0.1134,,1.08,0.98,0.0542999999999999,0.1286999999999999,0.1186999999999999,0.0118999999999999,0.4524,81.84,0.0226,-0.0031,0,0
CMCSA,,,,,129199999999.99998,8.5,34.6,0.0004,5167578.0,7.43,1.63,1.05,1.5,14.99,7.92,-0.0089,0.0844999999999999,0.079,0.052,0.0273,0.0381,0.0591,0.1857,0.0877999999999999,0.65,0.65,1.07,1.14,0.5814,0.1873,0.1272,,0.95,0.72,0.0003,-0.0093,-0.0939,-0.2359,0.1011,48.58,0.0111,-0.0101,0,0
CME,,,,,102730000000.0,28.66,285.08,0.0109,880361.0,24.59,4.34,16.36,3.8,67.39,26.87,0.0863,0.0411,0.1036,0.0661,0.0483,0.039,0.025,0.134,0.1164,,,0.14,0.14,0.8268000000000001,0.6492,0.5699000000000001,,0.46,5.32,0.0271,0.0630999999999999,0.2045,-0.0048,0.5322,64.41,0.0116999999999999,-0.0007,0,0
